Index,-30,-20,-10,0,10,20,frequency (Hz)
386,-137.00846862793,-138.905914306641,-116.157638549805,-112.843650817871,-95.6147766113281,-92.6845626831055,2413.25875
387,-137.122177124023,-138.936279296875,-116.161544799805,-112.858856201172,-95.6286926269531,-92.7010116577148,2419.508125
388,-137.236221313477,-138.966354370117,-116.165298461914,-112.87377166748,-95.6424026489258,-92.7172775268555,2425.7574999999997
389,-137.350601196289,-138.996124267578,-116.168937683105,-112.88842010498,-95.6559219360352,-92.7333602905273,2432.006875
390,-137.46533203125,-139.025588989258,-116.172431945801,-112.902786254883,-95.6692276000977,-92.7492599487305,2438.25625
391,-137.58039855957,-139.054733276367,-116.175804138184,-112.916893005371,-95.6823272705078,-92.7649688720703,2444.505625
392,-137.695785522461,-139.083587646484,-116.179054260254,-112.930717468262,-95.6952514648438,-92.7804946899414,2450.7549999999997
393,-137.811447143555,-139.112075805664,-116.182144165039,-112.944244384766,-95.7079162597656,-92.7958068847656,2457.004375
394,-137.927429199219,-139.140274047852,-116.185104370117,-112.957504272461,-95.7203979492187,-92.8109359741211,2463.25375
395,-138.043670654297,-139.16813659668,-116.187957763672,-112.970504760742,-95.7326583862305,-92.8258743286133,2469.5031249999997
396,-138.160202026367,-139.195693969727,-116.190689086914,-112.983238220215,-95.744743347168,-92.8406295776367,2475.7525
397,-138.27702331543,-139.222946166992,-116.193305969238,-112.995735168457,-95.7566375732422,-92.8552169799805,2482.001875
398,-138.394088745117,-139.249877929688,-116.195808410645,-113.007965087891,-95.7683258056641,-92.86962890625,2488.25125
399,-138.511428833008,-139.276489257812,-116.198219299316,-113.019950866699,-95.7798385620117,-92.8838500976563,2494.5006249999997
400,-138.629013061523,-139.302795410156,-116.20051574707,-113.031700134277,-95.7911605834961,-92.8978958129883,2500.75
401,-138.746780395508,-139.328765869141,-116.202690124512,-113.043182373047,-95.8022613525391,-92.9117584228516,2506.999375
402,-138.864776611328,-139.354415893555,-116.204765319824,-113.054428100586,-95.8131866455078,-92.9254379272461,2513.2487499999997
403,-138.982955932617,-139.379745483398,-116.206741333008,-113.0654296875,-95.8239288330078,-92.9389419555664,2519.498125
404,-139.101364135742,-139.404769897461,-116.208625793457,-113.076210021973,-95.8344879150391,-92.9522705078125,2525.7475
405,-139.219924926758,-139.429489135742,-116.210418701172,-113.086761474609,-95.8448638916016,-92.9654388427734,2531.996875
406,-139.338638305664,-139.453887939453,-116.212112426758,-113.09708404541,-95.8550643920899,-92.9784393310547,2538.2462499999997
407,-139.45751953125,-139.477966308594,-116.213722229004,-113.107192993164,-95.8650970458984,-92.9912796020508,2544.495625
408,-139.576522827148,-139.501754760742,-116.215263366699,-113.117088317871,-95.8749542236328,-93.0039596557617,2550.745
409,-139.69563293457,-139.525192260742,-116.216682434082,-113.126762390137,-95.8846130371094,-93.0164413452149,2556.9943749999998
410,-139.814834594727,-139.548309326172,-116.218017578125,-113.136199951172,-95.8941040039063,-93.0287628173828,2563.24375
411,-139.934112548828,-139.571136474609,-116.219284057617,-113.145446777344,-95.9034194946289,-93.0409240722656,2569.493125
412,-140.053466796875,-139.593643188477,-116.22046661377,-113.154495239258,-95.9125747680664,-93.0529327392578,2575.7425
413,-140.172866821289,-139.615844726562,-116.221580505371,-113.16333770752,-95.9215621948242,-93.0647888183594,2581.9918749999997
414,-140.292297363281,-139.637741088867,-116.222625732422,-113.171997070313,-95.9303970336914,-93.0764770507812,2588.24125
415,-140.411743164062,-139.659332275391,-116.223587036133,-113.180465698242,-95.9390640258789,-93.0880279541016,2594.490625
416,-140.531173706055,-139.680618286133,-116.224494934082,-113.188751220703,-95.9475708007813,-93.0994186401367,2600.74
417,-140.650573730469,-139.701583862305,-116.225311279297,-113.196823120117,-95.9559097290039,-93.1106414794922,2606.9893749999997
418,-140.769912719727,-139.722259521484,-116.226066589355,-113.204734802246,-95.9640960693359,-93.1217193603516,2613.23875
419,-140.889190673828,-139.742614746094,-116.226753234863,-113.212463378906,-95.9721221923828,-93.1326522827148,2619.488125
420,-141.008377075195,-139.762680053711,-116.227386474609,-113.220031738281,-95.9800033569336,-93.1434326171875,2625.7374999999997
421,-141.127456665039,-139.782455444336,-116.227966308594,-113.227424621582,-95.9877395629883,-93.1540908813477,2631.986875
422,-141.246383666992,-139.80192565918,-116.228477478027,-113.234657287598,-95.9953308105469,-93.1645965576172,2638.23625
423,-141.365158081055,-139.821105957031,-116.228935241699,-113.241744995117,-96.0027770996094,-93.1749649047852,2644.485625
424,-141.483764648438,-139.839996337891,-116.229354858398,-113.248664855957,-96.0100784301758,-93.1852111816406,2650.7349999999997
425,-141.602127075195,-139.85856628418,-116.229682922363,-113.255416870117,-96.017219543457,-93.1952972412109,2656.984375
426,-141.720260620117,-139.876861572266,-116.229972839355,-113.262008666992,-96.0242156982422,-93.2052383422852,2663.23375
427,-141.838119506836,-139.89485168457,-116.230201721191,-113.268463134766,-96.0310668945312,-93.2150573730469,2669.4831249999997
428,-141.955718994141,-139.912567138672,-116.23038482666,-113.274795532227,-96.0377960205078,-93.224739074707,2675.7325
429,-142.072982788086,-139.929992675781,-116.230514526367,-113.280967712402,-96.0443801879883,-93.2342910766602,2681.981875
430,-142.189910888672,-139.947158813477,-116.230613708496,-113.28702545166,-96.0508422851563,-93.2437286376953,2688.23125
431,-142.30647277832,-139.964019775391,-116.230659484863,-113.292938232422,-96.0571823120117,-93.253044128418,2694.4806249999997
432,-142.422653198242,-139.980621337891,-116.230674743652,-113.298736572266,-96.0633850097656,-93.2622451782227,2700.73
433,-142.538391113281,-139.996932983398,-116.230628967285,-113.304397583008,-96.0694580078125,-93.2713165283203,2706.979375
434,-142.653671264648,-140.012969970703,-116.230545043945,-113.309944152832,-96.0754089355469,-93.2802581787109,2713.2287499999998
435,-142.768478393555,-140.028747558594,-116.230430603027,-113.315376281738,-96.0812301635742,-93.2890930175781,2719.4781249999996
436,-142.882751464844,-140.044250488281,-116.230270385742,-113.320701599121,-96.0869369506836,-93.2978210449219,2725.7275
437,-142.996490478516,-140.059478759766,-116.230087280273,-113.32592010498,-96.092529296875,-93.3064270019531,2731.976875
438,-143.109664916992,-140.074462890625,-116.229858398437,-113.331039428711,-96.0980072021484,-93.31494140625,2738.2262499999997
439,-143.222244262695,-140.08918762207,-116.229614257813,-113.336059570313,-96.1033706665039,-93.3233413696289,2744.475625
440,-143.334167480469,-140.103652954102,-116.229316711426,-113.340972900391,-96.1086273193359,-93.3316345214844,2750.725
441,-143.445404052734,-140.11784362793,-116.228996276855,-113.345779418945,-96.1137466430664,-93.3398208618164,2756.974375
442,-143.555938720703,-140.131790161133,-116.228630065918,-113.35050201416,-96.118782043457,-93.3479080200195,2763.2237499999997
443,-143.665756225586,-140.145477294922,-116.228240966797,-113.355140686035,-96.1236801147461,-93.3558883666992,2769.473125
444,-143.774810791016,-140.158920288086,-116.227813720703,-113.359687805176,-96.1284942626953,-93.3637771606445,2775.7225
445,-143.883056640625,-140.172119140625,-116.227363586426,-113.364166259766,-96.1332015991211,-93.3715744018555,2781.9718749999997
446,-143.990463256836,-140.185073852539,-116.226898193359,-113.368553161621,-96.137809753418,-93.379280090332,2788.22125
447,-144.097030639648,-140.197784423828,-116.226402282715,-113.372886657715,-96.1423187255859,-93.3868942260742,2794.470625
448,-144.202682495117,-140.210266113281,-116.225883483887,-113.377136230469,-96.146728515625,-93.3944244384766,2800.72
449,-144.307418823242,-140.222503662109,-116.22533416748,-113.381309509277,-96.1510391235352,-93.40185546875,2806.9693749999997
450,-144.411193847656,-140.234497070312,-116.224746704102,-113.38542175293,-96.1552505493164,-93.4092025756836,2813.21875
451,-144.513977050781,-140.246292114258,-116.224151611328,-113.38948059082,-96.1593704223633,-93.4164733886719,2819.468125
452,-144.615753173828,-140.257827758789,-116.223533630371,-113.39347076416,-96.1634140014648,-93.4236602783203,2825.7174999999997
453,-144.716461181641,-140.269149780273,-116.222885131836,-113.397399902344,-96.167350769043,-93.4307861328125,2831.966875
454,-144.81608581543,-140.280258178711,-116.222229003906,-113.401290893555,-96.1712036132813,-93.4378128051758,2838.21625
455,-144.914611816406,-140.291137695313,-116.221542358398,-113.405128479004,-96.1749801635742,-93.4447708129883,2844.465625
456,-145.011993408203,-140.301803588867,-116.220840454102,-113.408905029297,-96.1786651611328,-93.45166015625,2850.7149999999997
457,-145.108184814453,-140.312240600586,-116.220108032227,-113.412635803223,-96.1822509765625,-93.4584732055664,2856.964375
458,-145.203201293945,-140.322479248047,-116.219360351563,-113.416328430176,-96.1857604980469,-93.465202331543,2863.21375
459,-145.296981811523,-140.332489013672,-116.21858215332,-113.419967651367,-96.1891860961914,-93.4718704223633,2869.4631249999998
460,-145.389511108398,-140.342315673828,-116.217796325684,-113.423568725586,-96.1925354003906,-93.4784774780273,2875.7124999999996
461,-145.480773925781,-140.351913452148,-116.216995239258,-113.427139282227,-96.1958084106445,-93.4850082397461,2881.961875
462,-145.570724487305,-140.361328125,-116.216171264648,-113.430694580078,-96.1990051269531,-93.4914855957031,2888.21125
463,-145.659378051758,-140.370529174805,-116.21533203125,-113.434204101563,-96.2021408081055,-93.4979019165039,2894.4606249999997
464,-145.746673583984,-140.379547119141,-116.214477539062,-113.437683105469,-96.2051773071289,-93.504264831543,2900.71
465,-145.832611083984,-140.388366699219,-116.213607788086,-113.441139221191,-96.2081680297852,-93.5105590820313,2906.959375
466,-145.917175292969,-140.396987915039,-116.212715148926,-113.44457244873,-96.2110748291016,-93.5168075561523,2913.20875
467,-146.00032043457,-140.405426025391,-116.211807250977,-113.447982788086,-96.2139053344727,-93.5229949951172,2919.4581249999997
468,-146.082061767578,-140.413681030273,-116.210884094238,-113.451370239258,-96.2166900634766,-93.5291366577149,2925.7075
469,-146.162368774414,-140.421768188477,-116.209953308105,-113.454750061035,-96.2193984985352,-93.5352249145508,2931.956875
470,-146.241241455078,-140.429656982422,-116.209007263184,-113.458114624023,-96.222038269043,-93.5412750244141,2938.2062499999997
471,-146.318634033203,-140.437362670898,-116.208038330078,-113.461463928223,-96.2246246337891,-93.5472717285156,2944.455625
472,-146.394592285156,-140.444900512695,-116.207061767578,-113.464805603027,-96.2271499633789,-93.55322265625,2950.705
473,-146.469039916992,-140.452255249023,-116.206062316895,-113.468124389648,-96.2295913696289,-93.5591201782227,2956.954375
474,-146.542022705078,-140.459457397461,-116.205055236816,-113.47144317627,-96.2319946289062,-93.5649795532227,2963.2037499999997
475,-146.613494873047,-140.466461181641,-116.204032897949,-113.474761962891,-96.2343215942383,-93.5707855224609,2969.453125
476,-146.683486938477,-140.473327636719,-116.202995300293,-113.478073120117,-96.2366104125977,-93.5765762329102,2975.7025
477,-146.751968383789,-140.480010986328,-116.201942443848,-113.481376647949,-96.2388381958008,-93.5823211669922,2981.9518749999997
478,-146.818954467773,-140.486557006836,-116.200874328613,-113.48469543457,-96.2410049438477,-93.5880279541016,2988.20125
479,-146.88444519043,-140.492935180664,-116.19979095459,-113.488006591797,-96.2431335449219,-93.5936965942383,2994.450625
480,-146.948440551758,-140.499160766602,-116.198699951172,-113.491333007813,-96.2452011108399,-93.5993347167969,3000.7
481,-147.010940551758,-140.505218505859,-116.197601318359,-113.494651794434,-96.2472229003906,-93.6049423217773,3006.9493749999997
482,-147.071960449219,-140.511138916016,-116.196487426758,-113.497985839844,-96.2491989135742,-93.6105194091797,3013.19875
483,-147.131484985352,-140.516906738281,-116.195350646973,-113.501327514648,-96.2511138916016,-93.6160659790039,3019.448125
484,-147.189544677734,-140.522521972656,-116.194198608398,-113.504676818848,-96.2529830932617,-93.6215896606445,3025.6974999999998
485,-147.246124267578,-140.528015136719,-116.19303894043,-113.508041381836,-96.2548141479492,-93.6270904541016,3031.9468749999996
486,-147.30126953125,-140.533355712891,-116.191871643066,-113.511421203613,-96.2565994262695,-93.6325607299805,3038.19625
487,-147.354949951172,-140.538543701172,-116.190689086914,-113.51481628418,-96.2583389282227,-93.6380004882812,3044.445625
488,-147.407196044922,-140.543609619141,-116.189491271973,-113.518218994141,-96.2600402832031,-93.643424987793,3050.6949999999997
489,-147.458023071289,-140.548522949219,-116.188262939453,-113.521629333496,-96.2616653442383,-93.6488037109375,3056.944375
490,-147.507461547852,-140.553298950195,-116.187026977539,-113.525062561035,-96.2632751464844,-93.654182434082,3063.19375
491,-147.555511474609,-140.557952880859,-116.185775756836,-113.528518676758,-96.2648391723633,-93.6595306396484,3069.443125
492,-147.602188110352,-140.562484741211,-116.184509277344,-113.531982421875,-96.2663650512695,-93.6648712158203,3075.6924999999997
493,-147.647506713867,-140.56689453125,-116.183219909668,-113.535491943359,-96.2678451538086,-93.6701812744141,3081.941875
494,-147.691513061523,-140.571166992187,-116.181938171387,-113.539001464844,-96.2692947387695,-93.6754837036133,3088.19125
495,-147.734222412109,-140.575317382813,-116.180625915527,-113.542549133301,-96.2707061767578,-93.680778503418,3094.4406249999997
496,-147.775634765625,-140.579360961914,-116.179321289062,-113.546119689941,-96.2720947265625,-93.6860580444336,3100.69
497,-147.815780639648,-140.583282470703,-116.17798614502,-113.549728393555,-96.2734375,-93.6913223266602,3106.939375
498,-147.854690551758,-140.587097167969,-116.176643371582,-113.553359985352,-96.2747573852539,-93.6965637207031,3113.18875
499,-147.892395019531,-140.590789794922,-116.175277709961,-113.557006835938,-96.2760314941406,-93.7018127441406,3119.4381249999997
500,-147.92887878418,-140.594375610352,-116.17391204834,-113.560691833496,-96.2772827148437,-93.7070541381836,3125.6875
501,-147.964233398438,-140.597854614258,-116.172523498535,-113.564414978027,-96.2785110473633,-93.712272644043,3131.936875
502,-147.998413085938,-140.601226806641,-116.171119689941,-113.568168640137,-96.2796936035156,-93.7174987792969,3138.1862499999997
503,-148.031478881836,-140.6044921875,-116.169708251953,-113.57194519043,-96.2808685302734,-93.7227172851563,3144.4356249999996
504,-148.063446044922,-140.607650756836,-116.168273925781,-113.575775146484,-96.2820053100586,-93.7279281616211,3150.685
505,-148.094345092773,-140.610702514648,-116.16682434082,-113.579605102539,-96.2831039428711,-93.7331161499023,3156.934375
506,-148.12419128418,-140.613677978516,-116.165351867676,-113.583488464355,-96.2841720581055,-93.7383193969727,3163.1837499999997
507,-148.153030395508,-140.616546630859,-116.163871765137,-113.587417602539,-96.2852325439453,-93.743522644043,3169.433125
508,-148.180877685547,-140.619323730469,-116.162384033203,-113.591369628906,-96.286262512207,-93.7487106323242,3175.6825
509,-148.207763671875,-140.621994018555,-116.160873413086,-113.595359802246,-96.2872772216797,-93.75390625,3181.9318749999998
510,-148.233703613281,-140.624588012695,-116.15934753418,-113.599395751953,-96.2882537841797,-93.7591018676758,3188.1812499999996
511,-148.258728027344,-140.627090454102,-116.157814025879,-113.603469848633,-96.2892303466797,-93.7642974853516,3194.430625
512,-148.282867431641,-140.629501342773,-116.156257629395,-113.607582092285,-96.290168762207,-93.7695007324219,3200.68
513,-148.306137084961,-140.631820678711,-116.154685974121,-113.611724853516,-96.2910842895508,-93.7746963500977,3206.9293749999997
514,-148.328582763672,-140.634078979492,-116.153099060059,-113.615928649902,-96.2919921875,-93.779914855957,3213.17875
515,-148.350189208984,-140.636245727539,-116.151504516602,-113.620155334473,-96.2928771972656,-93.7851181030273,3219.428125
516,-148.371017456055,-140.638320922852,-116.149887084961,-113.62442779541,-96.2937393188477,-93.7903289794922,3225.6775
517,-148.391098022461,-140.640335083008,-116.148254394531,-113.628753662109,-96.2945938110352,-93.7955551147461,3231.9268749999997
518,-148.410415649414,-140.642272949219,-116.146614074707,-113.633117675781,-96.2954254150391,-93.8007888793945,3238.17625
519,-148.429016113281,-140.644134521484,-116.144950866699,-113.637519836426,-96.2962417602539,-93.806022644043,3244.425625
520,-148.446929931641,-140.645904541016,-116.143264770508,-113.641952514648,-96.2970352172852,-93.8112487792969,3250.6749999999997
521,-148.464157104492,-140.647613525391,-116.141548156738,-113.646438598633,-96.2978057861328,-93.8164901733399,3256.924375
522,-148.480728149414,-140.64924621582,-116.139831542969,-113.65096282959,-96.2985610961914,-93.8217468261719,3263.17375
523,-148.496688842773,-140.650802612305,-116.138092041016,-113.655532836914,-96.2993087768555,-93.8270034790039,3269.423125
524,-148.51203918457,-140.652328491211,-116.136337280273,-113.660148620605,-96.3000564575195,-93.832275390625,3275.6724999999997
525,-148.526794433594,-140.653762817383,-116.134567260742,-113.664817810059,-96.30078125,-93.8375473022461,3281.921875
526,-148.540985107422,-140.655120849609,-116.132789611816,-113.669525146484,-96.3014907836914,-93.8428421020508,3288.17125
527,-148.554641723633,-140.656448364258,-116.130973815918,-113.674285888672,-96.3021926879883,-93.84814453125,3294.4206249999997
528,-148.567764282227,-140.65771484375,-116.12915802002,-113.679084777832,-96.3028793334961,-93.8534622192383,3300.6699999999996
529,-148.580383300781,-140.658905029297,-116.127334594727,-113.683944702148,-96.3035736083984,-93.8588027954102,3306.919375
530,-148.592514038086,-140.660049438477,-116.125473022461,-113.688835144043,-96.3042449951172,-93.864143371582,3313.16875
531,-148.60417175293,-140.661148071289,-116.123611450195,-113.693786621094,-96.3049163818359,-93.8695068359375,3319.4181249999997
532,-148.615371704102,-140.662170410156,-116.121719360352,-113.698783874512,-96.3055648803711,-93.874870300293,3325.6675
533,-148.626159667969,-140.663162231445,-116.119827270508,-113.703826904297,-96.3062133789062,-93.880256652832,3331.916875
534,-148.636505126953,-140.664077758789,-116.117904663086,-113.708908081055,-96.3068695068359,-93.8856658935547,3338.1662499999998
535,-148.646453857422,-140.664962768555,-116.11597442627,-113.714042663574,-96.3074951171875,-93.8910827636719,3344.4156249999996
536,-148.656005859375,-140.665802001953,-116.114013671875,-113.719223022461,-96.3081283569336,-93.8965148925781,3350.665
537,-148.665191650391,-140.666580200195,-116.112037658691,-113.724449157715,-96.3087463378906,-93.9019546508789,3356.914375
538,-148.674011230469,-140.66731262207,-116.110054016113,-113.72972869873,-96.3093566894531,-93.9074096679688,3363.1637499999997
539,-148.682479858398,-140.668014526367,-116.108039855957,-113.735061645508,-96.3099746704102,-93.9129028320313,3369.413125
540,-148.690628051758,-140.668670654297,-116.106018066406,-113.740432739258,-96.3105773925781,-93.9183883666992,3375.6625
541,-148.698455810547,-140.669281005859,-116.103973388672,-113.745849609375,-96.3111801147461,-93.9239044189453,3381.911875
542,-148.705978393555,-140.669845581055,-116.101921081543,-113.751319885254,-96.3117904663086,-93.9294357299805,3388.1612499999997
543,-148.71321105957,-140.670379638672,-116.099853515625,-113.756843566895,-96.312385559082,-93.9349975585937,3394.410625
544,-148.720153808594,-140.670883178711,-116.097778320312,-113.762420654297,-96.31298828125,-93.9405670166016,3400.66
545,-148.726837158203,-140.671340942383,-116.095664978027,-113.768035888672,-96.3135833740234,-93.946159362793,3406.9093749999997
546,-148.733245849609,-140.671768188477,-116.093551635742,-113.773696899414,-96.3141784667969,-93.951774597168,3413.1587499999996
547,-148.739410400391,-140.672164916992,-116.091415405273,-113.779418945313,-96.3147811889648,-93.9573974609375,3419.408125
548,-148.745361328125,-140.67253112793,-116.089256286621,-113.785186767578,-96.3153762817383,-93.9630508422852,3425.6575
549,-148.751068115234,-140.6728515625,-116.087097167969,-113.790992736816,-96.3159713745117,-93.9687194824219,3431.9068749999997
550,-148.756546020508,-140.673156738281,-116.084915161133,-113.796859741211,-96.3165664672852,-93.9744186401367,3438.15625
551,-148.761795043945,-140.673416137695,-116.082695007324,-113.802749633789,-96.3171539306641,-93.9801177978516,3444.405625
552,-148.766845703125,-140.673645019531,-116.080467224121,-113.808700561523,-96.317741394043,-93.9858245849609,3450.6549999999997
553,-148.771713256836,-140.673843383789,-116.078216552734,-113.814682006836,-96.3183135986328,-93.9915618896484,3456.9043749999996
554,-148.776382446289,-140.674011230469,-116.075958251953,-113.820709228516,-96.3189010620117,-93.997314453125,3463.15375
555,-148.780883789063,-140.674163818359,-116.073684692383,-113.826797485352,-96.3194885253906,-94.0030899047852,3469.403125
556,-148.785202026367,-140.674301147461,-116.071388244629,-113.832931518555,-96.320068359375,-94.0088882446289,3475.6524999999997
557,-148.789367675781,-140.674392700195,-116.069091796875,-113.839111328125,-96.320671081543,-94.0147171020508,3481.901875
558,-148.793380737305,-140.67448425293,-116.066772460938,-113.845344543457,-96.3212661743164,-94.0205612182617,3488.15125
559,-148.797241210938,-140.674545288086,-116.064430236816,-113.851615905762,-96.3218765258789,-94.0264282226563,3494.4006249999998
560,-148.800964355469,-140.674591064453,-116.062088012695,-113.857940673828,-96.3224868774414,-94.0323181152344,3500.6499999999996
561,-148.804534912109,-140.674621582031,-116.059722900391,-113.864303588867,-96.3230895996094,-94.0382232666016,3506.899375
562,-148.807968139648,-140.674621582031,-116.057357788086,-113.870719909668,-96.3236999511719,-94.0441589355469,3513.14875
563,-148.811294555664,-140.674621582031,-116.054962158203,-113.87718963623,-96.3243179321289,-94.0501022338867,3519.3981249999997
564,-148.814483642578,-140.674591064453,-116.052551269531,-113.883689880371,-96.3249435424805,-94.0560760498047,3525.6475
565,-148.817565917969,-140.674560546875,-116.050140380859,-113.890243530273,-96.325569152832,-94.0620803833008,3531.896875
566,-148.820526123047,-140.674499511719,-116.047721862793,-113.896835327148,-96.3262176513672,-94.0680999755859,3538.14625
567,-148.823379516602,-140.674438476562,-116.045272827148,-113.903472900391,-96.3268432617188,-94.0741424560547,3544.3956249999997
568,-148.826141357422,-140.674346923828,-116.042816162109,-113.91015625,-96.3274917602539,-94.0802001953125,3550.645
569,-148.828796386719,-140.674240112305,-116.040344238281,-113.916877746582,-96.3281326293945,-94.0862808227539,3556.894375
570,-148.831344604492,-140.674133300781,-116.037864685059,-113.923637390137,-96.3287734985352,-94.0923767089844,3563.1437499999997
571,-148.83381652832,-140.674011230469,-116.035377502441,-113.930450439453,-96.3294448852539,-94.0985107421875,3569.3931249999996
572,-148.836181640625,-140.673873901367,-116.032859802246,-113.937301635742,-96.3301086425781,-94.1046524047852,3575.6425
573,-148.838485717773,-140.673736572266,-116.030342102051,-113.944190979004,-96.3307723999023,-94.1108169555664,3581.891875
574,-148.840713500977,-140.673599243164,-116.02783203125,-113.951141357422,-96.3314666748047,-94.1170196533203,3588.1412499999997
575,-148.842849731445,-140.673461914062,-116.02530670166,-113.958122253418,-96.3321533203125,-94.1232299804687,3594.390625
576,-148.844909667969,-140.673294067383,-116.022758483887,-113.965148925781,-96.3328552246094,-94.1294708251953,3600.64
577,-148.846908569336,-140.673126220703,-116.020195007324,-113.972213745117,-96.3335494995117,-94.1357269287109,3606.8893749999997
578,-148.848831176758,-140.672958374023,-116.017631530762,-113.97932434082,-96.3342514038086,-94.1420059204102,3613.1387499999996
579,-148.850708007812,-140.672790527344,-116.015060424805,-113.986465454102,-96.3349761962891,-94.148307800293,3619.388125
580,-148.852493286133,-140.672607421875,-116.012489318848,-113.99365234375,-96.3357009887695,-94.1546401977539,3625.6375
581,-148.854232788086,-140.672439575195,-116.009902954102,-114.000877380371,-96.3364334106445,-94.1609802246094,3631.8868749999997
582,-148.855911254883,-140.672241210937,-116.007301330566,-114.00813293457,-96.3371734619141,-94.1673355102539,3638.13625
583,-148.857513427734,-140.672027587891,-116.004692077637,-114.015426635742,-96.3379135131836,-94.173713684082,3644.385625
584,-148.859069824219,-140.671829223633,-116.002059936523,-114.022750854492,-96.3386611938477,-94.1801223754883,3650.6349999999998
585,-148.860565185547,-140.671630859375,-115.999435424805,-114.030113220215,-96.3394088745117,-94.1865310668945,3656.8843749999996
586,-148.862030029297,-140.671417236328,-115.996803283691,-114.037506103516,-96.3401641845703,-94.1929702758789,3663.13375
587,-148.863433837891,-140.67121887207,-115.994163513184,-114.044952392578,-96.340950012207,-94.1994247436523,3669.383125
588,-148.864776611328,-140.671005249023,-115.991523742676,-114.052421569824,-96.3417282104492,-94.2059097290039,3675.6324999999997
589,-148.866088867187,-140.670806884766,-115.988868713379,-114.059936523438,-96.3425064086914,-94.2124099731445,3681.881875
590,-148.867370605469,-140.670608520508,-115.986213684082,-114.067481994629,-96.3433151245117,-94.2189331054687,3688.13125
591,-148.868591308594,-140.67041015625,-115.983558654785,-114.075057983398,-96.3441314697266,-94.2254791259766,3694.380625
592,-148.869781494141,-140.670211791992,-115.980911254883,-114.082672119141,-96.3449478149414,-94.232048034668,3700.6299999999997
593,-148.87092590332,-140.670028686523,-115.978248596191,-114.090316772461,-96.3457565307617,-94.2386169433594,3706.879375
594,-148.872039794922,-140.669830322266,-115.975578308105,-114.097999572754,-96.3465957641602,-94.2452163696289,3713.12875
595,-148.873107910156,-140.669631958008,-115.97290802002,-114.10570526123,-96.3474349975586,-94.2518310546875,3719.3781249999997
596,-148.874145507812,-140.669448852539,-115.970237731934,-114.11344909668,-96.3482894897461,-94.2584686279297,3725.6274999999996
597,-148.875137329102,-140.66926574707,-115.967567443848,-114.121223449707,-96.3491439819336,-94.2651290893555,3731.876875
598,-148.876098632813,-140.669082641602,-115.964889526367,-114.129020690918,-96.3500061035156,-94.2718048095703,3738.12625
599,-148.877029418945,-140.668899536133,-115.962211608887,-114.136848449707,-96.3508834838867,-94.2784881591797,3744.3756249999997
600,-148.877914428711,-140.668731689453,-115.959541320801,-114.144706726074,-96.3517532348633,-94.2852020263672,3750.625
601,-148.878784179688,-140.668548583984,-115.95686340332,-114.15258026123,-96.3526382446289,-94.2919235229492,3756.874375
602,-148.879608154297,-140.668380737305,-115.954177856445,-114.160491943359,-96.3535308837891,-94.2986526489258,3763.1237499999997
603,-148.880416870117,-140.668212890625,-115.951499938965,-114.168426513672,-96.3544311523438,-94.3054122924805,3769.3731249999996
604,-148.88117980957,-140.668060302734,-115.948837280273,-114.176383972168,-96.3553466796875,-94.3121871948242,3775.6225
605,-148.881942749023,-140.667907714844,-115.946174621582,-114.184379577637,-96.3562698364258,-94.318977355957,3781.871875
606,-148.88264465332,-140.667770385742,-115.943504333496,-114.192398071289,-96.3572006225586,-94.3257904052734,3788.1212499999997
607,-148.883346557617,-140.667633056641,-115.940841674805,-114.20043182373,-96.3581314086914,-94.3326110839844,3794.370625
608,-148.884017944336,-140.667510986328,-115.938194274902,-114.208503723145,-96.3590774536133,-94.3394546508789,3800.62
609,-148.884643554688,-140.667388916016,-115.935523986816,-114.216590881348,-96.3600234985352,-94.346305847168,3806.8693749999998
610,-148.885269165039,-140.667266845703,-115.932884216309,-114.224700927734,-96.3609848022461,-94.3531723022461,3813.1187499999996
611,-148.885848999023,-140.66716003418,-115.930244445801,-114.23282623291,-96.3619537353516,-94.3600540161133,3819.368125
612,-148.886428833008,-140.667053222656,-115.927604675293,-114.240966796875,-96.3629302978516,-94.3669586181641,3825.6175
613,-148.886962890625,-140.666961669922,-115.92497253418,-114.249137878418,-96.3639068603516,-94.3738555908203,3831.8668749999997
614,-148.887466430664,-140.666854858398,-115.922332763672,-114.257308959961,-96.3648681640625,-94.3807678222656,3838.1162499999996
615,-148.887939453125,-140.666778564453,-115.919700622559,-114.265510559082,-96.365852355957,-94.3876953125,3844.365625
616,-148.888397216797,-140.666687011719,-115.917098999023,-114.273735046387,-96.3668518066406,-94.3946380615234,3850.615
617,-148.88883972168,-140.666595458984,-115.914474487305,-114.281951904297,-96.3678436279297,-94.4015808105469,3856.8643749999997
618,-148.889251708984,-140.666534423828,-115.91187286377,-114.290191650391,-96.3688430786133,-94.4085388183594,3863.11375
619,-148.8896484375,-140.666473388672,-115.909278869629,-114.298454284668,-96.3698425292969,-94.4155044555664,3869.363125
620,-148.890014648438,-140.666412353516,-115.906692504883,-114.306732177734,-96.3708648681641,-94.4225006103516,3875.6124999999997
621,-148.890350341797,-140.666366577148,-115.904121398926,-114.315017700195,-96.3718719482422,-94.4294815063477,3881.8618749999996
622,-148.890686035156,-140.66633605957,-115.901573181152,-114.32332611084,-96.3729095458984,-94.4365005493164,3888.11125
