Index,Time (s),Voltage (V)
90,2.697000026702881,0.0005
91,2.7269999980926514,0.0
92,2.758000135421753,-0.0011
93,2.7890000343322754,0.0
94,2.818000078201294,-0.0005
95,2.8470001220703125,-0.0011
96,2.877000093460083,0.0
97,2.9060001373291016,0.0
98,2.936000108718872,0.0
99,2.9650001525878906,0.0
100,2.995000123977661,0.0
101,3.0250000953674316,0.0
102,3.05400013923645,0.0
103,3.0830001831054688,-0.0011
104,3.1130001544952393,0.0
105,3.1419999599456787,0.0
106,3.1720001697540283,0.0
107,3.202000141143799,0.0
108,3.2310001850128174,0.0
109,3.261000156402588,0.0
110,3.2910001277923584,0.0
111,3.321000099182129,0.0005
112,3.3510000705718994,0.0
113,3.381999969482422,0.0
114,3.4110000133514404,0.0
115,3.440999984741211,0.0
116,3.4700000286102295,0.0
117,3.5,0.0
118,3.5290000438690186,0.0005
119,3.558000087738037,0.0
120,3.5889999866485596,0.0
121,3.61899995803833,-0.0011
122,3.6480000019073486,0.0
123,3.677000045776367,0.0
124,3.7070000171661377,0.0005
125,3.7360000610351562,0.0
126,3.7660000324249268,0.0
127,3.7950000762939453,-0.0011
128,3.824000120162964,-0.0011
129,3.8550000190734863,0.0
130,3.884000062942505,-0.0005
131,3.9140000343322754,0.0
132,3.943000078201294,0.0
133,3.9720001220703125,0.0
134,4.001000165939331,0.0
135,4.031000137329102,0.0005
136,4.061000108718872,0.0
137,4.091000080108643,0.0005
138,4.120000123977661,0.0005
139,4.150000095367432,0.0
140,4.180000066757202,-0.0011
141,4.209000110626221,0.0
142,4.239000082015991,-0.0011
143,4.26800012588501,0.0
144,4.29800009727478,0.0
145,4.327000141143799,-0.0005
146,4.357000112533569,0.0011
147,4.388000011444092,0.0
148,4.41700005531311,0.0
149,4.446000099182129,0.0
150,4.4750001430511475,-0.0011
151,4.505000114440918,0.0
152,4.5340001583099365,0.0
153,4.562999963760376,0.0
154,4.5920000076293945,-0.0011
155,4.621000051498413,0.0
156,4.650000095367432,0.0
157,4.67900013923645,0.0
158,4.709000110626221,0.0
159,4.740000009536743,0.0
160,4.769000053405762,0.0
161,4.799000024795532,0.0
162,4.828000068664551,0.0
163,4.857000112533569,0.0
164,4.88700008392334,0.0
165,4.916000127792358,0.0
166,4.945000171661377,-0.0011
167,4.9750001430511475,0.0
168,5.004000186920166,0.0
169,5.0350000858306885,0.0
170,5.065000057220459,0.0
171,5.0950000286102295,0.0
172,5.124000072479248,0.0
173,5.1540000438690186,0.0
174,5.184000015258789,0.0
175,5.21399998664856,0.0
176,5.24399995803833,0.0
177,5.273000001907349,0.0
178,5.302999973297119,0.0
179,5.332000017166138,0.0
180,5.361000061035156,0.0
181,5.391000032424927,0.0
182,5.420000076293945,0.0
183,5.449000120162964,0.0
184,5.478000164031982,0.0
185,5.509000062942505,0.0011
186,5.539000034332275,0.0
187,5.569000005722046,0.0
188,5.598999977111816,0.0
189,5.629000186920166,0.0005
190,5.6590001583099365,0.0
191,5.690000057220459,0.0
192,5.7190001010894775,0.0
193,5.748000144958496,0.0
194,5.777000188827515,0.0
195,5.807000160217285,0.0011
196,5.837000131607056,-0.0005
197,5.866000175476074,0.0
198,5.896000146865845,0.0
199,5.925000190734863,0.0
200,5.955000162124634,0.0005
201,5.985000133514404,0.0
202,6.014000177383423,0.0011
203,6.045000076293945,0.0
204,6.075000047683716,0.0
205,6.105000019073486,-0.0011
206,6.134000062942505,0.0
207,6.163000106811523,0.0
208,6.193000078201294,0.0
209,6.2220001220703125,-0.0011
210,6.251000165939331,-0.0005
211,6.281000137329102,0.0
212,6.312000036239624,0.0
213,6.341000080108643,0.0
214,6.370000123977661,0.0
215,6.400000095367432,0.0
216,6.430000066757202,0.0005
217,6.460000038146973,0.0005
218,6.490000009536743,-0.0005
219,6.519999980926514,-0.0011
220,6.550000190734863,0.0005
221,6.580000162124634,0.0
222,6.610000133514404,0.0005
223,6.640000104904175,0.0
224,6.669000148773193,-0.0011
225,6.698000192642212,0.0005
226,6.729000091552734,0.0
227,6.759000062942505,0.0
228,6.789000034332275,0.0
229,6.818000078201294,0.0005
230,6.8470001220703125,0.0
231,6.876000165939331,0.0
232,6.9070000648498535,-0.0005
233,6.936000108718872,0.0
234,6.966000080108643,0.0
235,6.995000123977661,0.0
236,7.025000095367432,0.0
237,7.05400013923645,0.0
238,7.085000038146973,0.0
239,7.114000082015991,0.0
240,7.144000053405762,0.0
241,7.174000024795532,0.0
242,7.203999996185303,0.0
243,7.233999967575073,0.0
244,7.263000011444092,0.0
245,7.29200005531311,-0.0005
246,7.321000099182129,-0.0011
247,7.351000070571899,0.0005
248,7.380000114440918,0.0
249,7.4090001583099365,0.0
250,7.439000129699707,0.0005
251,7.4690001010894775,0.0
252,7.498000144958496,0.0
253,7.528000116348267,0.0
254,7.558000087738037,0.0
255,7.587000131607056,0.0
256,7.616000175476074,0.0005
257,7.646000146865845,-0.0005
258,7.675000190734863,0.0
259,7.705000162124634,0.0005
260,7.736000061035156,0.0
261,7.766000032424927,0.0
262,7.795000076293945,0.0
263,7.825999975204468,0.0
264,7.856000185012817,0.0
265,7.88700008392334,0.0
266,7.91700005531311,0.0
267,7.946000099182129,0.0
268,7.9750001430511475,-0.0005
269,8.005000114440918,0.0
270,8.034000158309937,0.0
271,8.064000129699707,0.0
272,8.09500002861023,0.0
273,8.125,0.0
274,8.154000043869019,0.0
275,8.183000087738037,0.0005
276,8.212000131607056,0.0
277,8.243000030517578,0.0005
278,8.272000074386597,0.0
279,8.302000045776367,0.0
280,8.332000017166138,0.0
281,8.361999988555908,0.0005
282,8.391999959945679,0.0
283,8.421000003814697,0.0005
284,8.450999975204468,0.0
285,8.481000185012817,0.0
286,8.511000156402588,0.0
287,8.541000127792358,0.0
288,8.57200002670288,0.0
289,8.6010000705719,0.0
290,8.63100004196167,0.0
291,8.66100001335144,-0.0005
292,8.690000057220459,0.0
293,8.72000002861023,0.0005
294,8.75,0.0
295,8.779000043869019,-0.0011
296,8.809000015258789,0.0011
297,8.83899998664856,-0.0011
298,8.868000030517578,0.0
299,8.897000074386597,0.0011
300,8.927000045776367,0.0
301,8.957000017166138,0.0
302,8.986000061035156,0.0
303,9.015000104904175,0.0
304,9.044000148773193,0.0
305,9.074000120162964,-0.0005
306,9.104000091552734,0.0
307,9.133000135421753,-0.0011
308,9.163000106811523,0.0
309,9.193000078201294,0.0
310,9.223000049591064,0.0
311,9.253000020980835,0.0
312,9.282999992370605,-0.0011
313,9.312000036239624,0.0
314,9.342000007629395,0.0
315,9.371000051498413,0.0
316,9.401000022888184,0.0005
317,9.430000066757202,0.0
318,9.45900011062622,0.0
319,9.48800015449524,0.0
320,9.516999959945679,0.0
321,9.546000003814697,0.0
322,9.575999975204468,-0.0005
323,9.605000019073486,0.0
324,9.634000062942505,0.0
325,9.664000034332275,-0.0005
326,9.694000005722046,-0.0011
327,9.723000049591064,0.0
328,9.752000093460083,0.0
329,9.782000064849854,0.0
330,9.811000108718872,0.0
331,9.841000080108643,0.0
332,9.871000051498413,0.0
333,9.900000095367432,0.0
334,9.92900013923645,0.0
335,9.95900011062622,0.0
336,9.989000082015991,0.0
337,10.019000053405762,0.0
338,10.049000024795532,0.0
339,10.078999996185303,0.0
340,10.108999967575073,0.0
341,10.139000177383423,0.0
342,10.170000076293945,0.0005
343,10.200000047683716,0.0
344,10.229000091552734,0.0
345,10.259000062942505,0.0005
346,10.288000106811523,0.0
347,10.318000078201294,-0.0011
348,10.347000122070312,0.0
349,10.376000165939331,0.0
350,10.407000064849854,0.0
351,10.436000108718872,0.0
352,10.46500015258789,-0.0011
353,10.495000123977661,0.0
354,10.525000095367432,0.0
355,10.557000160217285,0.0
356,10.585999965667725,0.0
357,10.616000175476074,0.0
358,10.647000074386597,0.0
359,10.676000118255615,0.0
360,10.706000089645386,0.0
361,10.736000061035156,0.0
362,10.766000032424927,0.0
363,10.795000076293945,0.0
364,10.824000120162964,0.0
365,10.854000091552734,0.0
366,10.884000062942505,-0.0011
367,10.913000106811523,0.0
368,10.943000078201294,-0.0011
369,10.972000122070312,0.0005
370,11.001000165939331,-0.0005
371,11.02999997138977,0.0
372,11.06000018119812,-0.0005
373,11.09000015258789,0.0
374,11.120000123977661,0.0005
375,11.150000095367432,0.0
376,11.180000066757202,0.0
377,11.20900011062622,0.0
378,11.239000082015991,-0.0011
379,11.26800012588501,0.0
380,11.299000024795532,-0.0011
381,11.32800006866455,0.0
382,11.358000040054321,0.0
383,11.388000011444092,0.0
384,11.41700005531311,0.0
385,11.446000099182129,0.0
386,11.475000143051147,-0.0005
387,11.504000186920166,0.0
388,11.535000085830688,0.0
389,11.565000057220459,0.0
390,11.59500002861023,0.0
391,11.624000072479248,0.0
392,11.653000116348267,-0.0011
393,11.683000087738037,0.0
394,11.713000059127808,0.0
395,11.742000102996826,0.0
396,11.772000074386597,0.0
397,11.802000045776367,0.0
398,11.831000089645386,0.0
399,11.860000133514404,0.0
400,11.890000104904175,0.0
401,11.919000148773193,0.0
402,11.950000047683716,0.0
403,11.980000019073486,0.0
404,12.009999990463257,0.0
405,12.039999961853027,0.0
406,12.069000005722046,-0.0011
407,12.098000049591064,0.0
408,12.128000020980835,0.0
409,12.157000064849854,0.0
410,12.186000108718872,0.0
411,12.21500015258789,0.0005
412,12.245000123977661,0.0011
413,12.275000095367432,0.0
414,12.30400013923645,0.0
415,12.335000038146973,0.0
416,12.364000082015991,0.0005
417,12.39300012588501,0.0005
418,12.424000024795532,0.0
419,12.45300006866455,0.0
420,12.48200011253357,0.0
421,12.511000156402588,0.0
422,12.541000127792358,0.0
423,12.571000099182129,0.0
424,12.6010000705719,0.0
425,12.630000114440918,0.0
426,12.660000085830688,0.0
427,12.690000057220459,0.0
428,12.72000002861023,0.0
429,12.749000072479248,0.0
430,12.778000116348267,-0.0011
431,12.809000015258789,0.0
432,12.838000059127808,0.0
433,12.868000030517578,0.0
434,12.897000074386597,0.0005
435,12.927000045776367,0.0
436,12.957000017166138,0.0005
437,12.986000061035156,-0.0005
438,13.015000104904175,0.0
439,13.044000148773193,0.0005
440,13.074000120162964,0.0
441,13.103000164031982,0.0
442,13.131999969482422,0.0
443,13.16100001335144,0.0
444,13.190000057220459,0.0
445,13.219000101089478,0.0
446,13.248000144958496,-0.0011
447,13.27999997138977,0.0005
448,13.31000018119812,0.0005
449,13.34000015258789,0.0
450,13.36899995803833,0.0
451,13.39900016784668,0.0005
452,13.42799997329712,0.0
453,13.458000183105469,0.0
454,13.48800015449524,0.0
455,13.516999959945679,-0.0005
456,13.546000003814697,0.0
457,13.575000047683716,-0.0005
458,13.604000091552734,0.0
459,13.634000062942505,0.0
460,13.664000034332275,-0.0011
461,13.693000078201294,0.0011
462,13.723000049591064,0.0
463,13.752000093460083,0.0
464,13.781000137329102,0.0
465,13.81000018119812,0.0
466,13.841000080108643,-0.0011
467,13.871000051498413,-0.0011
468,13.900000095367432,0.0005
469,13.930000066757202,-0.0011
470,13.960000038146973,0.0
471,13.990000009536743,0.0
472,14.019999980926514,0.0
473,14.049000024795532,0.0
474,14.078999996185303,-0.0011
475,14.108000040054321,0.0
476,14.13700008392334,0.0005
477,14.166000127792358,0.0005
478,14.19700002670288,0.0
479,14.2260000705719,0.0
480,14.25600004196167,0.0
481,14.285000085830688,0.0
482,14.315000057220459,0.0
483,14.344000101089478,0.0
484,14.374000072479248,0.0
485,14.403000116348267,0.0
486,14.433000087738037,0.0011
487,14.462000131607056,0.0
488,14.492000102996826,0.0
489,14.521000146865845,0.0
490,14.550000190734863,0.0
491,14.580000162124634,0.0
492,14.611000061035156,0.0
493,14.641000032424927,0.0
494,14.671000003814697,-0.0011
495,14.700999975204468,0.0
496,14.730000019073486,0.0
497,14.759999990463257,0.0
498,14.789999961853027,0.0005
499,14.819000005722046,0.0
500,14.848999977111816,-0.0011
501,14.878000020980835,0.0
502,14.907999992370605,0.0
503,14.937000036239624,0.0
504,14.966000080108643,0.0
505,14.996000051498413,-0.0011
506,15.026000022888184,-0.0005
507,15.055000066757202,0.0
508,15.085000038146973,0.0
509,15.114000082015991,0.0
510,15.14300012588501,0.0005
511,15.172000169754028,0.0
512,15.202000141143799,0.0005
513,15.23200011253357,0.0
514,15.261000156402588,0.0
515,15.291000127792358,0.0
516,15.32200002670288,0.0
517,15.3510000705719,0.0011
518,15.38100004196167,0.0
519,15.410000085830688,0.0
520,15.439000129699707,0.0
521,15.469000101089478,0.0
522,15.498000144958496,0.0
523,15.528000116348267,0.0
524,15.558000087738037,-0.0005
525,15.587000131607056,0.0011
526,15.617000102996826,0.0
527,15.646000146865845,0.0
528,15.67799997329712,0.0
529,15.708000183105469,0.0011
530,15.73800015449524,0.0
531,15.769000053405762,0.0
532,15.79800009727478,0.0
533,15.828999996185303,-0.0011
534,15.858999967575073,0.0
535,15.888000011444092,0.0
536,15.917999982833862,0.0
537,15.94700002670288,0.0
538,15.9760000705719,0.0
539,16.005000114440918,0.0
540,16.03700017929077,0.0
541,16.067000150680542,0.0
542,16.097000122070312,0.0
543,16.127000093460083,0.0
544,16.1560001373291,0.0
545,16.18500018119812,0.0
546,16.216000080108643,0.0
547,16.24500012397766,0.0
548,16.27500009536743,0.0
549,16.30400013923645,0.0
550,16.33300018310547,0.0
551,16.36300015449524,0.0
552,16.39400005340576,0.0
553,16.42300009727478,0.0
554,16.4520001411438,0.0
555,16.48300004005432,0.0
556,16.51200008392334,0.0
557,16.54100012779236,-0.0011
558,16.57100009918213,0.0
559,16.600000143051147,0.0
560,16.630000114440918,0.0
561,16.66000008583069,-0.0011
562,16.689000129699707,0.0
563,16.719000101089478,-0.0005
564,16.749000072479248,0.0
565,16.77900004386902,0.0
566,16.808000087738037,0.0
567,16.837000131607056,0.0
568,16.866000175476074,0.0011
569,16.896000146865845,0.0
570,16.926000118255615,0.0011
571,16.956000089645386,0.0005
572,16.985000133514404,-0.0005
573,17.014000177383423,0.0
574,17.042999982833862,0.0
575,17.07200002670288,0.0
576,17.10199999809265,0.0
577,17.13100004196167,-0.0005
578,17.16000008583069,0.0
579,17.189000129699707,0.0005
580,17.219000101089478,0.0
581,17.248000144958496,-0.0011
582,17.278000116348267,-0.0005
583,17.308000087738037,0.0
584,17.337000131607056,-0.0005
585,17.368000030517578,0.0
586,17.397000074386597,0.0
587,17.426000118255615,0.0
588,17.455000162124634,0.0
589,17.483999967575073,0.0
590,17.513000011444092,0.0
591,17.54200005531311,0.0
592,17.57100009918213,0.0
593,17.600000143051147,0.0005
594,17.630000114440918,0.0
595,17.66000008583069,0.0005
596,17.69000005722046,0.0
597,17.719000101089478,0.0
598,17.748000144958496,0.0
599,17.778000116348267,0.0
600,17.807000160217285,0.0
601,17.837000131607056,0.0005
602,17.866000175476074,0.0
603,17.896000146865845,-0.0011
604,17.926000118255615,0.0
605,17.955000162124634,0.0
606,17.985000133514404,0.0
607,18.014000177383423,0.0
608,18.044000148773193,0.0
609,18.074000120162964,0.0
610,18.104000091552734,0.0
611,18.133000135421753,0.0
612,18.16200017929077,0.0
613,18.19099998474121,0.0
614,18.22099995613098,-0.0011
615,18.25,0.0
616,18.27900004386902,0.0
617,18.308000087738037,0.0
618,18.33899998664856,0.0
619,18.368000030517578,0.0
620,18.39800000190735,0.0
621,18.427000045776367,0.0
622,18.457000017166138,0.0
623,18.486999988555908,-0.0011
624,18.51800012588501,0.0
625,18.54800009727478,0.0
626,18.5770001411438,0.0
627,18.606000185012817,0.0
628,18.638000011444092,0.0
629,18.667999982833862,0.0005
630,18.69700002670288,0.0
631,18.72699999809265,0.0
632,18.756999969482422,-0.0011
633,18.788000106811523,0.0011
634,18.818000078201294,0.0
635,18.848000049591064,0.0
636,18.878000020980835,0.0
637,18.907999992370605,0.0011
638,18.937999963760376,0.0
639,18.968000173568726,0.0
640,18.998000144958496,0.0
641,19.02900004386902,0.0005
642,19.05900001525879,0.0
643,19.088000059127808,0.0
644,19.117000102996826,0.0
645,19.147000074386597,0.0
646,19.176000118255615,0.0
647,19.205000162124634,0.0005
648,19.233999967575073,0.0
649,19.263000011444092,0.0
650,19.292999982833862,0.0
651,19.32200002670288,0.0
652,19.35199999809265,0.0
653,19.381999969482422,0.0
654,19.41100001335144,0.0
655,19.44000005722046,0.0
656,19.469000101089478,0.0
657,19.499000072479248,0.0
658,19.52900004386902,0.0
659,19.558000087738037,0.0
660,19.588000059127808,0.0
661,19.618000030517578,0.0
662,19.647000074386597,0.0
663,19.677000045776367,0.0
664,19.707000017166138,0.0
665,19.736000061035156,0.0005
666,19.765000104904175,0.0
667,19.794000148773193,-0.0011
668,19.824000120162964,0.0
669,19.853000164031982,0.0
670,19.883000135421753,0.0
671,19.91200017929077,0.0
672,19.943000078201294,-0.0005
673,19.973000049591064,0.0
674,20.003000020980835,-0.0005
675,20.032000064849854,0.0
676,20.062000036239624,0.0
677,20.091000080108643,0.0
678,20.121000051498413,0.0
679,20.15000009536743,0.0
680,20.17900013923645,0.0
681,20.20900011062622,0.0
682,20.23800015449524,0.0
683,20.26800012588501,0.0
684,20.29700016975403,0.0
685,20.3270001411438,0.0
686,20.35800004005432,0.0
687,20.388000011444092,0.0
688,20.41700005531311,0.0
689,20.44700002670288,0.0
690,20.47699999809265,0.0
691,20.50600004196167,0.0
692,20.53600001335144,0.0011
693,20.56500005722046,0.0
694,20.59500002861023,0.0011
695,20.624000072479248,0.0
696,20.65499997138977,0.0
697,20.68400001525879,0.0
698,20.71399998664856,0.0
699,20.743000030517578,0.0
700,20.77300000190735,-0.0005
701,20.802000045776367,0.0
702,20.832000017166138,0.0
703,20.861000061035156,0.0
704,20.890000104904175,0.0
705,20.919000148773193,0.0
706,20.948000192642212,0.0
707,20.979000091552734,-0.0005
708,21.008000135421753,0.0
709,21.038000106811523,0.0
710,21.067000150680542,0.0
711,21.097000122070312,0.0
712,21.12600016593933,0.0
713,21.1560001373291,0.0
714,21.186000108718872,0.0005
715,21.21500015258789,0.0
716,21.24500012397766,0.0
717,21.276000022888184,0.0
718,21.305000066757202,0.0
719,21.33400011062622,-0.0011
720,21.365000009536743,0.0011
721,21.39400005340576,-0.0005
722,21.42300009727478,0.0
723,21.45300006866455,-0.0011
724,21.48200011253357,0.0
725,21.51200008392334,0.0
726,21.54100012779236,0.0
727,21.57100009918213,0.0
728,21.6010000705719,0.0
729,21.630000114440918,-0.0005
730,21.659000158309937,0.0
731,21.69000005722046,0.0
732,21.719000101089478,0.0
733,21.748000144958496,0.0
734,21.77900004386902,0.0
735,21.80900001525879,-0.0011
736,21.83899998664856,0.0
737,21.868000030517578,0.0
738,21.897000074386597,-0.0005
739,21.926000118255615,0.0
740,21.956000089645386,0.0
741,21.985000133514404,0.0
742,22.015000104904175,0.0
743,22.044000148773193,0.0
744,22.075000047683716,0.0
745,22.104000091552734,0.0
746,22.133000135421753,0.0
747,22.16200017929077,0.0
748,22.19099998474121,0.0
749,22.22099995613098,0.0
750,22.25,0.0
751,22.27900004386902,0.0005
752,22.308000087738037,0.0
753,22.338000059127808,0.0
754,22.368000030517578,0.0
755,22.39800000190735,0.0
756,22.427000045776367,0.0
757,22.457000017166138,0.0
758,22.486000061035156,0.0005
759,22.516000032424927,0.0
760,22.546000003814697,0.0
761,22.575000047683716,-0.0011
762,22.604000091552734,0.0
763,22.634000062942505,0.0
764,22.664000034332275,0.0
765,22.694000005722046,0.0
766,22.723999977111816,0.0
767,22.754000186920166,-0.0011
768,22.784000158309937,0.0
769,22.812999963760376,0.0
770,22.842000007629395,-0.0011
771,22.871999979019165,0.0
772,22.902000188827515,0.0
773,22.932000160217285,0.0
774,22.962000131607056,0.0005
775,22.993000030517578,0.0
776,23.022000074386597,0.0
777,23.052000045776367,0.0
778,23.081000089645386,0.0
779,23.110000133514404,0.0
780,23.139000177383423,0.0
781,23.169000148773193,0.0
782,23.199000120162964,0.0
783,23.229000091552734,0.0
784,23.258000135421753,-0.0011
785,23.288000106811523,0.0
786,23.318000078201294,0.0
787,23.347000122070312,0.0
788,23.378000020980835,0.0
789,23.407000064849854,0.0
790,23.436000108718872,0.0005
791,23.466000080108643,0.0
792,23.49500012397766,0.0005
793,23.52500009536743,0.0005
794,23.555000066757202,0.0
795,23.58400011062622,0.0
796,23.61400008201599,0.0005
797,23.64400005340576,0.0
798,23.674000024795532,0.0
799,23.70300006866455,-0.0011
800,23.73200011253357,-0.0005
801,23.76200008392334,0.0
802,23.79100012779236,0.0005
803,23.820000171661377,-0.0005
804,23.850000143051147,-0.0005
805,23.880000114440918,0.0
806,23.909000158309937,0.0
807,23.937999963760376,0.0
808,23.967000007629395,0.0
809,23.996999979019165,-0.0011
810,24.026000022888184,0.0
811,24.055000066757202,-0.0005
812,24.08400011062622,0.0
813,24.11400008201599,0.0011
814,24.14400005340576,0.0
815,24.17300009727478,0.0
816,24.2020001411438,0.0
817,24.23300004005432,-0.0005
818,24.263000011444092,0.0
819,24.29200005531311,0.0
820,24.32200002670288,-0.0011
821,24.3510000705719,0.0
822,24.38100004196167,0.0
823,24.41000008583069,0.0
824,24.439000129699707,0.0
825,24.47000002861023,0.0
826,24.5,0.0
827,24.52900004386902,0.0
828,24.55900001525879,0.0
829,24.588000059127808,-0.0011
830,24.618000030517578,0.0
831,24.647000074386597,-0.0011
832,24.676000118255615,0.0
833,24.706000089645386,0.0
834,24.735000133514404,0.0
835,24.764000177383423,0.0
836,24.792999982833862,0.0
837,24.82200002670288,0.0
838,24.8510000705719,0.0
839,24.88100004196167,0.0
840,24.91100001335144,0.0
841,24.94099998474121,0.0
842,24.97000002861023,-0.0011
843,24.999000072479248,0.0
844,25.02900004386902,0.0
845,25.05900001525879,0.0
846,25.088000059127808,0.0
847,25.118000030517578,0.0
848,25.14800000190735,0.0
849,25.177000045776367,0.0
850,25.206000089645386,-0.0005
851,25.235000133514404,0.0005
852,25.265000104904175,0.0
853,25.294000148773193,0.0
854,25.324000120162964,-0.0011
855,25.354000091552734,0.0
856,25.383000135421753,0.0
857,25.413000106811523,0.0
858,25.443000078201294,0.0
859,25.473000049591064,0.0
860,25.502000093460083,0.0
861,25.532000064849854,0.0
862,25.561000108718872,0.0
863,25.59000015258789,0.0
864,25.62000012397766,0.0
865,25.65000009536743,0.0
866,25.680000066757202,-0.0005
867,25.712000131607056,0.0005
868,25.741000175476074,0.0
869,25.771000146865845,0.0
870,25.802000045776367,0.0
871,25.832000017166138,0.0
872,25.861000061035156,0.0
873,25.897000074386597,0.0
874,25.926000118255615,0.0
875,25.956000089645386,0.0011
876,25.985000133514404,0.0
877,26.014000177383423,0.0
878,26.044000148773193,0.0
879,26.074000120162964,0.0
880,26.104000091552734,0.0
881,26.133000135421753,0.0005
882,26.16200017929077,0.0
883,26.19099998474121,0.0
884,26.22000002861023,-0.0011
885,26.25,0.0
886,26.27999997138977,0.0
887,26.31000018119812,0.0
888,26.341000080108643,0.0
889,26.37000012397766,0.0
890,26.40000009536743,0.0005
891,26.42900013923645,0.0
892,26.45800018310547,0.0
893,26.48800015449524,0.0
894,26.51800012588501,0.0
895,26.54800009727478,0.0
896,26.5770001411438,0.0
897,26.60700011253357,0.0
898,26.63700008392334,0.0005
899,26.66600012779236,-0.0005
900,26.69600009918213,0.0
901,26.725000143051147,0.0
902,26.755000114440918,0.0
903,26.784000158309937,0.0
904,26.812999963760376,0.0
905,26.842000007629395,0.0
906,26.871999979019165,0.0
907,26.901000022888184,0.0
908,26.930000066757202,0.0
909,26.960000038146973,-0.0011
910,26.98900008201599,0.0
911,27.01800012588501,0.0
912,27.04800009727478,0.0
913,27.07800006866455,0.0
914,27.10700011253357,0.0
915,27.13700008392334,0.0005
916,27.16600012779236,0.0
917,27.19600009918213,0.0
918,27.225000143051147,0.0
919,27.25600004196167,0.0
920,27.28700017929077,0.0
921,27.317000150680542,0.0
922,27.347000122070312,0.0
923,27.377000093460083,0.0
924,27.407000064849854,0.0
925,27.436000108718872,0.0
926,27.46500015258789,0.0
927,27.49500012397766,0.0
928,27.52400016784668,0.0005
929,27.555000066757202,0.0
930,27.585000038146973,0.0005
931,27.61400008201599,0.0
932,27.64400005340576,0.0
933,27.674000024795532,0.0
934,27.70300006866455,-0.0005
935,27.73200011253357,0.0
936,27.761000156402588,0.0
937,27.789999961853027,0.0
938,27.820000171661377,0.0
939,27.848999977111816,0.0
940,27.878000020980835,0.0
941,27.907000064849854,0.0
942,27.936000108718872,0.0
943,27.966000080108643,-0.0011
944,27.99500012397766,0.0
945,28.02400016784668,-0.0011
946,28.05299997329712,0.0
947,28.082000017166138,0.0
948,28.111000061035156,0.0
949,28.141000032424927,0.0
950,28.17200016975403,0.0005
951,28.20300006866455,0.0
952,28.23200011253357,0.0
953,28.261000156402588,0.0
954,28.29100012779236,0.0
955,28.32100009918213,0.0
956,28.3510000705719,0.0
957,28.38100004196167,-0.0005
958,28.41000008583069,0.0
959,28.439000129699707,0.0
960,28.469000101089478,0.0
961,28.499000072479248,0.0005
962,28.52900004386902,0.0
963,28.558000087738037,-0.0011
964,28.587000131607056,0.0
965,28.616000175476074,0.0
966,28.644999980926514,0.0
